draft_id,player_name,draft_season,round_number,round_pick,overall_pick,team_id,team_city,team_name,team_abbreviation,organization,organization_type,position,height_wo_shoes,height_wo_shoes_ft_in,height_w_shoes,height_w_shoes_ft_in,weight,wingspan,wingspan_ft_in,standing_reach,standing_reach_ft_in,body_fat_pct,hand_length,hand_width,standing_vertical_leap,max_vertical_leap,lane_agility_time,modified_lane_agility_time,three_quarter_sprint
201969,DaJuan Summers,2009,2,5,35,1610612765,Detroit,Pistons,DET,Georgetown,[College/University],SF,79.25,6' 7.25'',80.5,6' 8.5'',243.0,84.75,7' 0.75'',106.5,8' 10.5'',6.6,0.0,0.0,29.5,34.5,10.94,0.0,3.17
201970,Sam Young,2009,2,6,36,1610612763,Memphis,Grizzlies,MEM,Pittsburgh,[College/University],SF-SG,77.25,6' 5.25'',78.75,6' 6.75'',222.8,82.75,6' 10.75'',105.5,8' 9.5'',4.9,0.0,0.0,27.5,33.0,11.47,0.0,3.45
201971,DeJuan Blair,2009,2,7,37,1610612759,San Antonio,Spurs,SAS,Pittsburgh,[College/University],PF,77.25,6' 5.25'',78.5,6' 6.5'',276.6,86.0,7' 2'',106.5,8' 10.5'',12.0,0.0,0.0,26.0,33.0,11.5,0.0,3.45
201974,Derrick Brown,2009,2,10,40,1610612766,Charlotte,Bobcats,CHA,Xavier,[College/University],SF-PF,79.5,6' 7.5'',80.5,6' 8.5'',224.6,86.5,7' 2.5'',107.5,8' 11.5'',8.6,0.0,0.0,30.5,35.5,11.26,0.0,3.13
201975,Jodie Meeks,2009,2,11,41,1610612749,Milwaukee,Bucks,MIL,Kentucky,[College/University],SG,75.0,6' 3'',76.0,6' 4'',211.4,76.5,6' 4.5'',98.0,8' 2'',8.0,0.0,0.0,28.5,37.0,10.96,0.0,3.1
201977,Marcus Thornton,2009,2,13,43,1610612748,Miami,Heat,MIA,Louisiana State,[College/University],SG,74.75,6' 2.75'',75.75,6' 3.75'',194.4,77.0,6' 5'',99.0,8' 3'',4.8,0.0,0.0,31.0,33.0,10.73,0.0,3.28
201978,Chase Budinger,2009,2,14,44,1610612765,Detroit,Pistons,DET,Arizona,[College/University],SF-SG,78.25,6' 6.25'',79.0,6' 7'',206.4,79.0,6' 7'',101.0,8' 5'',10.0,0.0,0.0,29.5,38.5,11.08,0.0,3.24
201980,Danny Green,2009,2,16,46,1610612739,Cleveland,Cavaliers,CLE,North Carolina,[College/University],SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',208.0,82.0,6' 10'',103.0,8' 7'',5.6,0.0,0.0,29.0,33.0,11.3,0.0,3.3
201985,AJ Price,2009,2,22,52,1610612754,Indiana,Pacers,IND,Connecticut,[College/University],PG,72.5,6' 0.5'',74.0,6' 2'',192.8,75.75,6' 3.75'',97.0,8' 1'',12.4,0.0,0.0,26.0,31.0,10.99,0.0,3.22
201988,Patty Mills,2009,2,25,55,1610612757,Portland,Trail Blazers,POR,St. Mary's (CA),[College/University],PG,71.25,5' 11.25'',72.5,6' 0.5'',175.4,74.0,6' 2'',95.0,7' 11'',6.9,0.0,0.0,27.5,33.0,10.87,0.0,3.1
201991,Lester Hudson,2009,2,28,58,1610612738,Boston,Celtics,BOS,Tennessee-Martin,[College/University],PG,71.75,5' 11.75'',73.0,6' 1'',196.0,80.75,6' 8.75'',98.5,8' 2.5'',3.4,0.0,0.0,30.5,36.0,11.15,0.0,3.16
202322,John Wall,2010,1,1,1,1610612764,Washington,Wizards,WAS,Kentucky,[College/University],PG,74.75,6' 2.75'',76.0,6' 4'',195.6,81.25,6' 9.25'',101.5,8' 5.5'',5.6,8.25,9.5,30.0,39.0,10.84,0.0,3.14
202323,Evan Turner,2010,1,2,2,1610612755,Philadelphia,76ers,PHI,Ohio State,[College/University],SG,77.75,6' 5.75'',79.0,6' 7'',213.8,80.0,6' 8'',103.5,8' 7.5'',8.6,8.75,9.5,27.5,34.5,11.06,0.0,3.27
202324,Derrick Favors,2010,1,3,3,1610612751,New Jersey,Nets,NJN,Georgia Tech,[College/University],PF,80.75,6' 8.75'',82.25,6' 10.25'',245.2,88.0,7' 4'',110.0,9' 2'',6.5,8.75,9.25,31.5,35.5,11.74,0.0,3.25
202325,Wesley Johnson,2010,1,4,4,1610612750,Minnesota,Timberwolves,MIN,Syracuse,[College/University],SF,78.25,6' 6.25'',79.25,6' 7.25'',206.4,85.0,7' 1'',106.0,8' 10'',4.6,9.0,9.5,32.0,37.0,11.43,0.0,3.14
202326,DeMarcus Cousins,2010,1,5,5,1610612758,Sacramento,Kings,SAC,Kentucky,[College/University],C,81.5,6' 9.5'',82.75,6' 10.75'',291.8,89.75,7' 5.75'',113.0,9' 5'',16.4,9.25,10.0,23.5,27.5,11.4,0.0,3.55
202327,Ekpe Udoh,2010,1,6,6,1610612744,Golden State,Warriors,GSW,Baylor,[College/University],PF,80.75,6' 8.75'',81.75,6' 9.75'',237.4,88.5,7' 4.5'',106.5,8' 10.5'',8.0,9.5,8.75,31.0,33.5,11.15,0.0,3.29
202328,Greg Monroe,2010,1,7,7,1610612765,Detroit,Pistons,DET,Georgetown,[College/University],PF-C,81.75,6' 9.75'',83.0,6' 11'',246.6,86.25,7' 2.25'',108.5,9' 0.5'',11.2,8.75,9.5,25.0,29.0,12.1,0.0,3.35
202329,Al-Farouq Aminu,2010,1,8,8,1610612746,Los Angeles,Clippers,LAC,Wake Forest,[College/University],SF,79.25,6' 7.25'',80.5,6' 8.5'',216.0,87.25,7' 3.25'',108.5,9' 0.5'',8.2,9.5,9.5,27.0,33.5,11.29,0.0,3.3
202330,Gordon Hayward,2010,1,9,9,1610612762,Utah,Jazz,UTA,Butler,[College/University],SF,78.75,6' 6.75'',80.0,6' 8'',211.0,79.75,6' 7.75'',103.0,8' 7'',6.9,8.5,9.25,30.5,34.5,11.73,0.0,3.22
202331,Paul George,2010,1,10,10,1610612754,Indiana,Pacers,IND,Fresno State,[College/University],SF,79.75,6' 7.75'',80.75,6' 8.75'',214.4,83.25,6' 11.25'',107.0,8' 11'',5.0,8.5,9.0,0.0,0.0,0.0,0.0,0.0
202332,Cole Aldrich,2010,1,11,11,1610612740,New Orleans,Hornets,NOH,Kansas,[College/University],C,81.0,6' 9'',83.25,6' 11.25'',236.0,88.75,7' 4.75'',111.5,9' 3.5'',8.5,9.0,9.25,23.0,28.0,11.48,0.0,3.35
202333,Xavier Henry,2010,1,12,12,1610612763,Memphis,Grizzlies,MEM,Kansas,[College/University],SG,77.25,6' 5.25'',78.5,6' 6.5'',210.2,83.25,6' 11.25'',105.0,8' 9'',4.7,8.75,10.0,28.5,36.5,11.1,0.0,3.18
202334,Ed Davis,2010,1,13,13,1610612761,Toronto,Raptors,TOR,North Carolina,[College/University],PF,81.0,6' 9'',81.75,6' 9.75'',226.6,84.0,7' 0'',108.0,9' 0'',10.0,9.25,10.0,31.0,36.0,11.7,0.0,3.21
202335,Patrick Patterson,2010,1,14,14,1610612745,Houston,Rockets,HOU,Kentucky,[College/University],PF,80.0,6' 8'',81.25,6' 9.25'',239.6,85.25,7' 1.25'',107.0,8' 11'',5.3,9.25,10.25,28.5,33.5,11.14,0.0,3.25
202336,Larry Sanders,2010,1,15,15,1610612749,Milwaukee,Bucks,MIL,Virginia Commonwealth,[College/University],PF-C,81.25,6' 9.25'',82.5,6' 10.5'',222.4,89.75,7' 5.75'',112.0,9' 4'',4.6,9.75,11.0,25.5,28.0,12.49,0.0,3.27
202337,Luke Babbitt,2010,1,16,16,1610612750,Minnesota,Timberwolves,MIN,Nevada-Reno,[College/University],SF-PF,79.5,6' 7.5'',80.75,6' 8.75'',217.8,83.25,6' 11.25'',104.5,8' 8.5'',5.6,8.5,10.0,29.5,37.5,10.98,0.0,3.4
202339,Eric Bledsoe,2010,1,18,18,1610612760,Oklahoma City,Thunder,OKC,Kentucky,[College/University],PG,72.25,6' 0.25'',73.5,6' 1.5'',191.6,79.5,6' 7.5'',98.0,8' 2'',5.6,8.5,9.75,0.0,0.0,0.0,0.0,0.0
202340,Avery Bradley,2010,1,19,19,1610612738,Boston,Celtics,BOS,Texas,[College/University],SG-PG,74.0,6' 2'',75.25,6' 3.25'',180.4,79.25,6' 7.25'',98.5,8' 2.5'',4.0,8.25,9.5,31.5,37.5,11.47,0.0,3.14
202341,James Anderson,2010,1,20,20,1610612759,San Antonio,Spurs,SAS,Oklahoma State,[College/University],SF,76.75,6' 4.75'',77.75,6' 5.75'',207.6,80.5,6' 8.5'',104.0,8' 8'',7.9,8.5,7.25,30.0,35.5,11.86,0.0,3.19
202342,Craig Brackins,2010,1,21,21,1610612760,Oklahoma City,Thunder,OKC,Iowa State,[College/University],PF-SF,80.5,6' 8.5'',81.75,6' 9.75'',229.0,84.0,7' 0'',109.0,9' 1'',7.9,9.5,11.25,26.0,35.0,11.65,0.0,3.39
202344,Trevor Booker,2010,1,23,23,1610612750,Minnesota,Timberwolves,MIN,Clemson,[College/University],PF,78.25,6' 6.25'',79.5,6' 7.5'',235.8,81.75,6' 9.75'',106.0,8' 10'',7.3,9.0,9.5,31.0,36.0,11.15,0.0,3.1
202345,Damion James,2010,1,24,24,1610612737,Atlanta,Hawks,ATL,Texas,[College/University],SF,78.25,6' 6.25'',79.75,6' 7.75'',226.6,84.75,7' 0.75'',107.0,8' 11'',9.6,9.25,8.5,29.0,33.0,10.89,0.0,3.2
202346,Dominique Jones,2010,1,25,25,1610612763,Memphis,Grizzlies,MEM,South Florida,[College/University],SG,75.25,6' 3.25'',77.0,6' 5'',216.0,81.25,6' 9.25'',101.0,8' 5'',5.9,9.0,10.25,26.0,32.5,10.88,0.0,3.31
202348,Jordan Crawford,2010,1,27,27,1610612751,New Jersey,Nets,NJN,Xavier,[College/University],SG,75.0,6' 3'',76.5,6' 4.5'',198.4,79.0,6' 7'',101.0,8' 5'',4.9,8.0,9.0,31.5,34.5,11.03,0.0,3.37
202349,Greivis Vasquez,2010,1,28,28,1610612763,Memphis,Grizzlies,MEM,Maryland,[College/University],PG-SG,77.0,6' 5'',78.5,6' 6.5'',210.8,79.0,6' 7'',101.0,8' 5'',8.6,7.75,9.25,0.0,0.0,0.0,0.0,0.0
202350,Daniel Orton,2010,1,29,29,1610612753,Orlando,Magic,ORL,Kentucky,[College/University],C,80.75,6' 8.75'',81.5,6' 9.5'',269.2,88.25,7' 4.25'',110.5,9' 2.5'',13.8,8.5,9.75,24.0,30.5,12.32,0.0,3.39
202351,Lazar Hayward,2010,1,30,30,1610612764,Washington,Wizards,WAS,Marquette,[College/University],SG-SF,76.5,6' 4.5'',77.75,6' 5.75'',225.8,84.75,7' 0.75'',102.0,8' 6'',7.5,9.25,9.5,31.0,36.0,10.87,0.0,3.31
202354,Dexter Pittman,2010,2,2,32,1610612748,Miami,Heat,MIA,Texas,[College/University],PF-C,81.5,6' 9.5'',83.5,6' 11.5'',302.6,90.0,7' 6'',111.0,9' 3'',20.8,10.25,10.5,0.0,0.0,0.0,0.0,0.0
202355,Hassan Whiteside,2010,2,3,33,1610612758,Sacramento,Kings,SAC,Marshall,[College/University],C-PF,82.5,6' 10.5'',83.5,6' 11.5'',226.6,91.0,7' 7'',113.0,9' 5'',5.5,8.25,10.25,27.0,31.5,11.83,0.0,3.54
202356,Armon Johnson,2010,2,4,34,1610612757,Portland,Trail Blazers,POR,Nevada-Reno,[College/University],PG-SG,74.0,6' 2'',75.25,6' 3.25'',195.2,80.0,6' 8'',99.5,8' 3.5'',5.6,8.25,9.25,31.5,38.5,11.25,0.0,3.19
202358,Terrico White,2010,2,6,36,1610612765,Detroit,Pistons,DET,Mississippi,[College/University],SG-PG,75.75,6' 3.75'',77.0,6' 5'',202.6,81.0,6' 9'',101.0,8' 5'',3.7,9.0,10.5,31.0,40.0,11.38,0.0,3.15
202359,Darington Hobson,2010,2,7,37,1610612749,Milwaukee,Bucks,MIL,New Mexico,[College/University],SG-SF,77.25,6' 5.25'',78.5,6' 6.5'',203.6,81.25,6' 9.25'',104.5,8' 8.5'',6.2,8.25,9.0,29.0,34.0,11.68,0.0,3.25
202360,Andy Rautins,2010,2,8,38,1610612752,New York,Knicks,NYK,Syracuse,[College/University],SG,76.25,6' 4.25'',77.0,6' 5'',191.6,79.0,6' 7'',100.0,8' 4'',6.2,8.0,9.75,23.5,30.5,11.27,0.0,3.49
202362,Lance Stephenson,2010,2,10,40,1610612754,Indiana,Pacers,IND,Cincinnati,[College/University],SG,76.5,6' 4.5'',77.75,6' 5.75'',227.0,82.5,6' 10.5'',103.0,8' 7'',9.3,9.0,10.25,27.0,33.0,11.39,0.0,3.38
202365,Devin Ebanks,2010,2,13,43,1610612747,Los Angeles,Lakers,LAL,West Virginia,[College/University],SF,79.0,6' 7'',80.25,6' 8.25'',207.8,84.25,7' 0.25'',107.5,8' 11.5'',7.9,8.25,9.0,23.5,32.0,11.69,0.0,3.44
202371,Gani Lawal,2010,2,16,46,1610612756,Phoenix,Suns,PHX,Georgia Tech,[College/University],PF,79.5,6' 7.5'',81.0,6' 9'',233.4,84.0,7' 0'',107.5,8' 11.5'',6.3,8.5,10.0,27.0,31.5,11.61,0.0,3.24
202374,Solomon Alabi,2010,2,20,50,1610612742,Dallas,Mavericks,DAL,Florida State,[College/University],C,83.5,6' 11.5'',84.75,7' 0.75'',237.4,89.0,7' 5'',113.0,9' 5'',5.0,9.25,9.25,22.5,26.0,13.2,0.0,3.68
202376,Luke Harangody,2010,2,22,52,1610612738,Boston,Celtics,BOS,Notre Dame,[College/University],PF,78.0,6' 6'',79.75,6' 7.75'',240.2,81.5,6' 9.5'',106.0,8' 10'',11.1,8.75,9.75,24.0,28.5,11.83,0.0,3.41
202378,Willie Warren,2010,2,24,54,1610612746,Los Angeles,Clippers,LAC,Oklahoma,[College/University],SG-PG,74.5,6' 2.5'',75.75,6' 3.75'',208.4,78.0,6' 6'',99.5,8' 3.5'',7.6,8.5,9.5,23.0,31.5,11.21,0.0,3.5
202382,Derrick Caracter,2010,2,28,58,1610612747,Los Angeles,Lakers,LAL,Texas-El Paso,[College/University],PF,80.25,6' 8.25'',81.5,6' 9.5'',280.0,84.25,7' 0.25'',107.5,8' 11.5'',12.8,9.0,10.25,25.0,30.5,12.78,0.0,3.61
202383,Stanley Robinson,2010,2,29,59,1610612753,Orlando,Magic,ORL,Connecticut,[College/University],SF,78.5,6' 6.5'',79.75,6' 7.75'',213.2,84.0,7' 0'',107.5,8' 11.5'',8.3,9.0,9.0,0.0,37.5,11.65,0.0,3.23
202681,Kyrie Irving,2011,1,1,1,1610612739,Cleveland,Cavaliers,CLE,Duke,[College/University],PG,73.75,6' 1.75'',75.5,6' 3.5'',191.0,76.0,6' 4'',99.0,8' 3'',10.2,8.25,9.25,0.0,0.0,0.0,0.0,0.0
202682,Derrick Williams,2011,1,2,2,1610612750,Minnesota,Timberwolves,MIN,Arizona,[College/University],PF-SF,79.25,6' 7.25'',80.75,6' 8.75'',248.4,85.5,7' 1.5'',108.0,9' 0'',10.8,9.0,9.75,29.0,34.5,11.03,0.0,3.23
202683,Enes Freedom,2011,1,3,3,1610612762,Utah,Jazz,UTA,Kentucky,[College/University],PF-C,81.75,6' 9.75'',83.25,6' 11.25'',259.2,85.5,7' 1.5'',109.5,9' 1.5'',5.9,9.5,10.75,26.0,32.5,11.3,0.0,3.26
202684,Tristan Thompson,2011,1,4,4,1610612739,Cleveland,Cavaliers,CLE,Texas,[College/University],PF,79.5,6' 7.5'',80.75,6' 8.75'',227.4,85.25,7' 1.25'',108.5,9' 0.5'',6.2,8.75,9.25,30.0,35.0,10.92,0.0,3.26
202688,Brandon Knight,2011,1,8,8,1610612765,Detroit,Pistons,DET,Kentucky,[College/University],PG,73.5,6' 1.5'',75.25,6' 3.25'',176.8,78.75,6' 6.75'',98.5,8' 2.5'',4.2,8.25,9.5,29.0,37.5,10.74,0.0,3.07
202689,Kemba Walker,2011,1,9,9,1610612766,Charlotte,Bobcats,CHA,Connecticut,[College/University],PG,71.5,5' 11.5'',73.0,6' 1'',184.0,75.5,6' 3.5'',91.5,7' 7.5'',5.9,8.0,9.0,32.0,39.5,10.87,0.0,3.16
202691,Klay Thompson,2011,1,11,11,1610612744,Golden State,Warriors,GSW,Washington State,[College/University],SG,77.75,6' 5.75'',79.25,6' 7.25'',205.6,81.0,6' 9'',103.5,8' 7.5'',8.0,8.75,9.25,26.5,31.5,10.99,0.0,3.24
202692,Alec Burks,2011,1,12,12,1610612762,Utah,Jazz,UTA,Colorado,[College/University],SG,77.0,6' 5'',78.0,6' 6'',192.6,82.0,6' 10'',103.5,8' 7.5'',5.1,9.0,8.25,29.0,36.0,10.96,0.0,3.17
202693,Markieff Morris,2011,1,13,13,1610612756,Phoenix,Suns,PHX,Kansas,[College/University],PF,79.75,6' 7.75'',81.25,6' 9.25'',240.8,82.75,6' 10.75'',106.5,8' 10.5'',10.2,8.5,8.25,27.0,31.5,0.0,0.0,3.4
202694,Marcus Morris Sr.,2011,1,14,14,1610612745,Houston,Rockets,HOU,Kansas,[College/University],PF-SF,79.0,6' 7'',80.75,6' 8.75'',229.6,82.0,6' 10'',105.5,8' 9.5'',8.0,8.25,8.5,29.0,33.0,0.0,0.0,3.15
202695,Kawhi Leonard,2011,1,15,15,1610612754,Indiana,Pacers,IND,San Diego State,[College/University],SF,78.0,6' 6'',79.0,6' 7'',227.4,87.0,7' 3'',106.0,8' 10'',5.4,9.75,11.25,25.5,32.0,11.45,0.0,3.15
202696,Nikola Vucevic,2011,1,16,16,1610612755,Philadelphia,76ers,PHI,Southern California,[College/University],PF-C,82.25,6' 10.25'',83.75,6' 11.75'',259.8,88.5,7' 4.5'',112.5,9' 4.5'',6.1,9.25,10.25,23.5,25.0,12.02,0.0,3.27
202697,Iman Shumpert,2011,1,17,17,1610612752,New York,Knicks,NYK,Georgia Tech,[College/University],PG-SG,76.25,6' 4.25'',77.5,6' 5.5'',221.8,81.5,6' 9.5'',99.5,8' 3.5'',6.5,9.0,9.0,36.5,42.0,11.1,0.0,3.18
202698,Chris Singleton,2011,1,18,18,1610612764,Washington,Wizards,WAS,Florida State,[College/University],SF,79.75,6' 7.75'',81.0,6' 9'',230.2,85.0,7' 1'',103.5,8' 7.5'',7.4,9.25,10.0,30.5,37.5,11.33,0.0,3.09
202699,Tobias Harris,2011,1,19,19,1610612766,Charlotte,Bobcats,CHA,Tennessee,[College/University],SF-PF,78.5,6' 6.5'',79.75,6' 7.75'',222.8,83.0,6' 11'',103.5,8' 7.5'',8.4,8.75,9.0,31.5,37.5,10.96,0.0,3.17
202701,Nolan Smith,2011,1,21,21,1610612757,Portland,Trail Blazers,POR,Duke,[College/University],PG,73.5,6' 1.5'',75.5,6' 3.5'',187.6,77.5,6' 5.5'',99.0,8' 3'',5.6,8.5,9.25,28.5,34.0,11.05,0.0,3.17
202702,Kenneth Faried,2011,1,22,22,1610612743,Denver,Nuggets,DEN,Morehead State,[College/University],PF,78.0,6' 6'',79.5,6' 7.5'',224.6,84.0,7' 0'',108.0,9' 0'',6.3,8.5,10.25,30.5,35.0,11.35,0.0,3.26
202705,MarShon Brooks,2011,1,25,25,1610612738,Boston,Celtics,BOS,Providence,[College/University],SG,76.25,6' 4.25'',77.25,6' 5.25'',194.6,85.0,7' 1'',101.0,8' 5'',5.2,9.0,10.5,34.0,38.5,10.74,0.0,3.09
202706,Jordan Hamilton,2011,1,26,26,1610612742,Dallas,Mavericks,DAL,Texas,[College/University],SF,78.75,6' 6.75'',80.5,6' 8.5'',228.4,81.5,6' 9.5'',104.0,8' 8'',9.8,9.0,9.25,25.0,32.0,11.47,0.0,3.3
202707,JaJuan Johnson,2011,1,27,27,1610612751,New Jersey,Nets,NJN,Purdue,[College/University],PF,81.0,6' 9'',82.0,6' 10'',219.8,86.0,7' 2'',107.5,8' 11.5'',7.5,9.0,10.0,33.5,38.0,11.21,0.0,3.14
202708,Norris Cole,2011,1,28,28,1610612741,Chicago,Bulls,CHI,Cleveland State,[College/University],PG,72.25,6' 0.25'',73.75,6' 1.75'',174.4,74.25,6' 2.25'',95.5,7' 11.5'',4.7,8.5,9.5,29.5,38.5,10.07,0.0,3.22
202709,Cory Joseph,2011,1,29,29,1610612759,San Antonio,Spurs,SAS,Texas,[College/University],PG,74.0,6' 2'',75.25,6' 3.25'',186.2,77.5,6' 5.5'',99.0,8' 3'',9.7,8.5,10.5,27.5,35.0,10.75,0.0,3.27
202710,Jimmy Butler,2011,1,30,30,1610612741,Chicago,Bulls,CHI,Marquette,[College/University],SF,78.0,6' 6'',79.75,6' 7.75'',222.2,79.5,6' 7.5'',101.5,8' 5.5'',5.4,9.0,9.0,32.0,39.0,11.12,0.0,3.15
202712,Justin Harper,2011,2,2,32,1610612739,Cleveland,Cavaliers,CLE,Richmond,[College/University],PF-SF,80.0,6' 8'',80.75,6' 8.75'',228.0,83.75,6' 11.75'',106.0,8' 10'',4.0,9.0,9.25,28.5,33.0,11.92,0.0,3.3
202713,Kyle Singler,2011,2,3,33,1610612765,Detroit,Pistons,DET,Duke,[College/University],SF,79.5,6' 7.5'',80.5,6' 8.5'',228.0,82.1,6' 10.1'',106.0,8' 10'',10.0,8.25,8.75,23.0,30.0,11.22,0.0,3.21
202714,Shelvin Mack,2011,2,4,34,1610612764,Washington,Wizards,WAS,Butler,[College/University],PG,73.0,6' 1'',74.5,6' 2.5'',209.0,79.5,6' 7.5'',96.5,8' 0.5'',7.1,8.25,9.25,32.0,39.0,11.23,0.0,3.18
202715,Tyler Honeycutt,2011,2,5,35,1610612758,Sacramento,Kings,SAC,California-Los Angeles,[College/University],SF,78.75,6' 6.75'',80.25,6' 8.25'',186.8,81.0,6' 9'',105.0,8' 9'',5.3,8.5,9.5,30.0,37.0,11.68,0.0,3.07
202716,Jordan Williams,2011,2,6,36,1610612751,New Jersey,Nets,NJN,Maryland,[College/University],PF,79.75,6' 7.75'',81.0,6' 9'',247.2,84.25,7' 0.25'',106.5,8' 10.5'',12.1,9.25,10.0,25.0,30.5,12.74,0.0,3.45
202717,Trey Thompkins,2011,2,7,37,1610612746,Los Angeles,Clippers,LAC,Georgia,[College/University],PF,80.5,6' 8.5'',81.75,6' 9.75'',239.0,85.0,7' 1'',107.5,8' 11.5'',15.5,9.25,9.75,27.5,30.5,11.72,0.0,3.41
202718,Chandler Parsons,2011,2,8,38,1610612745,Houston,Rockets,HOU,Florida,[College/University],SF,80.75,6' 8.75'',81.75,6' 9.75'',221.2,81.5,6' 9.5'',104.5,8' 8.5'',7.0,8.25,10.0,25.5,31.5,11.05,0.0,3.29
202719,Jeremy Tyler,2011,2,9,39,1610612766,Charlotte,Bobcats,CHA,Tokyo Apache (Japan),[Other Team/Club],PF-C,81.0,6' 9'',82.5,6' 10.5'',262.4,89.0,7' 5'',110.5,9' 2.5'',13.4,9.25,9.0,28.0,33.5,11.26,0.0,3.29
202720,Jon Leuer,2011,2,10,40,1610612749,Milwaukee,Bucks,MIL,Wisconsin,[College/University],PF,82.0,6' 10'',83.5,6' 11.5'',223.2,84.0,7' 0'',105.5,8' 9.5'',5.4,8.75,9.75,29.5,36.5,10.82,0.0,3.36
202721,Darius Morris,2011,2,11,41,1610612747,Los Angeles,Lakers,LAL,Michigan,[College/University],PG-SG,75.25,6' 3.25'',77.25,6' 5.25'',190.0,79.5,6' 7.5'',102.0,8' 6'',5.3,8.75,10.0,24.5,32.0,11.0,0.0,3.2
202723,Malcolm Lee,2011,2,13,43,1610612741,Chicago,Bulls,CHI,California-Los Angeles,[College/University],SG,76.0,6' 4'',77.5,6' 5.5'',198.2,81.75,6' 9.75'',101.5,8' 5.5'',5.9,8.5,9.5,30.0,35.5,11.2,0.0,3.09
202724,Charles Jenkins,2011,2,14,44,1610612744,Golden State,Warriors,GSW,Hofstra,[College/University],PG-SG,73.5,6' 1.5'',75.25,6' 3.25'',216.4,79.5,6' 7.5'',96.5,8' 0.5'',4.3,8.5,9.0,29.5,34.0,11.68,0.0,3.18
202726,Andrew Goudelock,2011,2,16,46,1610612747,Los Angeles,Lakers,LAL,College of Charleston,[College/University],PG,73.25,6' 1.25'',74.75,6' 2.75'',197.6,76.25,6' 4.25'',96.5,8' 0.5'',9.9,8.25,9.25,32.5,37.0,10.33,0.0,3.1
202727,Travis Leslie,2011,2,17,47,1610612746,Los Angeles,Clippers,LAC,Georgia,[College/University],SG,75.0,6' 3'',76.25,6' 4.25'',205.0,82.5,6' 10.5'',103.0,8' 7'',8.1,8.75,9.25,33.0,40.5,11.0,0.0,3.13
202728,Keith Benson,2011,2,18,48,1610612737,Atlanta,Hawks,ATL,Oakland,[College/University],C-PF,82.0,6' 10'',83.0,6' 11'',217.0,87.75,7' 3.75'',109.5,9' 1.5'',6.1,9.5,11.0,31.5,36.0,11.88,0.0,3.35
202729,Josh Selby,2011,2,19,49,1610612763,Memphis,Grizzlies,MEM,Kansas,[College/University],SG-PG,73.75,6' 1.75'',75.0,6' 3'',194.6,77.25,6' 5.25'',98.0,8' 2'',7.9,8.5,9.0,29.5,42.0,11.13,0.0,3.2
202739,Jon Diebler,2011,2,21,51,1610612757,Portland,Trail Blazers,POR,Ohio State,[College/University],SG,77.25,6' 5.25'',78.5,6' 6.5'',196.6,78.0,6' 6'',99.0,8' 3'',8.5,8.25,8.25,28.0,35.0,10.94,0.0,3.37
202732,DeAndre Liggins,2011,2,23,53,1610612753,Orlando,Magic,ORL,Kentucky,[College/University],SF-SG,77.0,6' 5'',78.25,6' 6.25'',202.2,83.0,6' 11'',103.5,8' 7.5'',5.0,8.75,10.0,27.0,31.0,0.0,0.0,3.33
202734,E'Twaun Moore,2011,2,25,55,1610612738,Boston,Celtics,BOS,Purdue,[College/University],SG,74.5,6' 2.5'',76.0,6' 4'',191.4,81.5,6' 9.5'',99.5,8' 3.5'',7.6,9.0,10.0,32.0,34.5,11.12,0.0,3.31
202738,Isaiah Thomas,2011,2,30,60,1610612758,Sacramento,Kings,SAC,Washington,[College/University],PG,68.75,5' 8.75'',70.25,5' 10.25'',186.0,73.75,6' 1.75'',91.5,7' 7.5'',6.7,8.25,9.0,31.5,40.0,10.49,0.0,3.14
203076,Anthony Davis,2012,1,1,1,1610612740,New Orleans,Hornets,NOH,Kentucky,[College/University],PF-C,81.25,6' 9.25'',82.5,6' 10.5'',221.8,89.5,7' 5.5'',108.0,9' 0'',7.9,9.0,8.5,0.0,0.0,0.0,0.0,0.0
203077,Michael Kidd-Gilchrist,2012,1,2,2,1610612766,Charlotte,Bobcats,CHA,Kentucky,[College/University],SF,77.75,6' 5.75'',79.5,6' 7.5'',232.8,84.0,7' 0'',104.5,8' 8.5'',7.0,9.0,10.25,32.0,35.5,11.77,0.0,3.18
203078,Bradley Beal,2012,1,3,3,1610612764,Washington,Wizards,WAS,Florida,[College/University],SG,75.25,6' 3.25'',76.75,6' 4.75'',201.8,80.0,6' 8'',100.0,8' 4'',6.0,8.5,9.0,33.0,39.0,10.95,0.0,3.28
203079,Dion Waiters,2012,1,4,4,1610612739,Cleveland,Cavaliers,CLE,Syracuse,[College/University],SG,74.5,6' 2.5'',76.0,6' 4'',221.0,79.25,6' 7.25'',98.0,8' 2'',8.5,8.5,9.5,0.0,0.0,0.0,0.0,0.0
203080,Thomas Robinson,2012,1,5,5,1610612758,Sacramento,Kings,SAC,Kansas,[College/University],PF,79.75,6' 7.75'',80.75,6' 8.75'',244.2,87.25,7' 3.25'',106.0,8' 10'',5.0,9.75,10.5,28.5,35.5,11.96,0.0,3.17
203081,Damian Lillard,2012,1,6,6,1610612757,Portland,Trail Blazers,POR,Weber State,[College/University],PG,73.75,6' 1.75'',74.75,6' 2.75'',188.8,79.75,6' 7.75'',95.5,7' 11.5'',5.9,8.75,9.75,34.5,39.5,11.15,0.0,3.34
